Origin,Destination,Aircraft_Type,Distance_km,Passengers,Cargo_Load_pct,Weather_Severity,Wind_kts,Cruise_Temperature_C,Flight_Duration_hr,Fuel_Burn_L,Efficiency_Rating
SFO,DFW,Boeing 737-900ER,2352.0,143,60.9,Moderate,-25.8,-40.5,2.8,7556.7,9.36
LAX,SEA,Airbus A330-200,1537.1,171,52.3,Severe,37.6,-53.5,1.76,7490.2,9.13
GRU,JFK,Boeing 787-9,7664.1,239,57.5,Severe,47.8,-41.8,8.49,32206.5,9.55
FRA,CDG,Boeing 767-300ER,448.8,155,22.7,Moderate,16.7,-48.6,0.53,2989.7,8.57
CDG,DXB,Airbus A321neo,5238.8,161,61.8,Severe,50.0,-40.9,6.29,22670.6,9.19
MAD,FRA,Boeing 787-8,1419.9,188,66.4,Severe,49.1,-58.1,1.57,7670.9,9.12
DFW,SFO,Embraer E175,2352.0,48,62.7,Mild,2.1,-40.6,2.88,7407.5,7.7
DFW,YYZ,Boeing 787-8,1928.8,203,53.0,Moderate,-23.0,-54.3,2.14,6778.7,9.56
BCN,JNB,Boeing 777-300ER,7967.9,266,12.7,Moderate,26.3,-52.0,8.8,27984.9,9.72
DFW,MAD,Airbus A380-800,7972.1,341,35.6,Severe,43.6,-51.8,8.83,32711.9,9.77
YYZ,DFW,Airbus A350-900,1928.8,209,69.5,Severe,37.7,-55.1,2.14,9143.0,9.36
MAD,LHR,Embraer ERJ-145,1243.2,42,65.3,Severe,-50.4,-55.5,1.49,4442.3,6.95
AMS,CDG,Boeing 737-800,399.0,132,10.9,Mild,-7.9,-42.9,0.48,2470.4,8.42
ATL,FRA,Airbus A330-300,7408.5,176,55.5,Moderate,-25.7,-56.2,8.51,20487.7,9.62
HND,ATL,Airbus A380-800,11053.6,299,32.6,Moderate,-24.1,-41.8,12.24,29865.3,9.88
BCN,LHR,Airbus A321neo,1147.6,158,27.1,Mild,-7.4,-42.2,1.38,4451.1,9.28
BCN,MAD,Boeing 737-900ER,483.1,124,14.0,Moderate,28.9,-52.4,0.58,3100.8,8.23
YYZ,DXB,Airbus A330-200,11081.9,223,15.3,Mild,3.1,-54.1,12.72,30471.3,9.76
LHR,FRA,Bombardier CRJ-900,653.5,50,76.3,Moderate,-16.3,-52.1,0.79,3020.0,6.66
LHR,BCN,Airbus A350-1000,1147.6,339,74.6,Moderate,-33.6,-57.0,1.27,5323.5,9.7
MAD,JFK,Airbus A350-1000,5760.4,332,58.6,Mild,9.8,-56.5,6.38,18402.3,9.86
SEA,CDG,Airbus A350-1000,8049.2,338,52.2,Mild,-14.3,-41.7,8.91,22382.1,9.91
BCN,SEA,Boeing 787-8,8729.8,167,5.2,Moderate,-15.4,-53.3,9.67,23363.4,9.61
FRA,LHR,Boeing 737-900ER,653.5,137,63.3,Severe,-49.5,-44.6,0.78,3308.3,8.8
LAX,SFO,Boeing 737 MAX 9,543.7,159,35.3,Moderate,-23.5,-44.8,0.65,2972.5,8.9
SFO,GRU,Boeing 787-8,10427.2,204,72.4,Severe,51.8,-50.8,11.55,44382.7,9.43
DFW,YYZ,Airbus A220-300,1928.8,93,53.4,Moderate,-17.7,-44.4,2.33,6314.3,8.87
SFO,LHR,Airbus A330-900,8616.4,192,58.1,Severe,52.2,-50.9,9.76,37053.8,9.37
YYZ,ATL,Boeing 787-8,1190.9,203,47.3,Moderate,-15.5,-44.3,1.32,4891.3,9.45
CDG,BCN,Airbus A321ceo,858.3,161,54.6,Severe,37.5,-48.9,1.04,4798.1,8.89
LHR,SIN,Airbus A350-1000,10881.4,248,29.6,Severe,53.9,-57.3,12.05,46714.9,9.56
CDG,BCN,Airbus A320neo,858.3,101,71.4,Moderate,-27.9,-40.6,1.03,3746.1,8.56
ORD,BCN,Airbus A380-800,7094.5,385,12.1,Moderate,-28.9,-57.0,7.86,19811.4,9.95
ORD,BCN,Airbus A330-200,7094.5,163,26.0,Mild,2.0,-43.7,8.15,19864.5,9.57
JFK,MAD,Airbus A380-800,5760.4,368,29.4,Moderate,-29.0,-47.8,6.38,16707.5,9.93
GRU,SFO,Boeing 777-200ER,10427.2,217,71.0,Mild,10.8,-53.8,11.69,31621.4,9.69
ATL,LAX,Airbus A380-800,3125.8,305,10.0,Mild,9.0,-48.3,3.46,10557.7,9.8
ATL,SEA,Embraer E190,3504.7,72,48.0,Moderate,-25.2,-48.6,4.28,10169.2,8.68
JNB,CDG,Airbus A380-800,8736.6,373,23.8,Moderate,17.8,-47.9,9.68,28738.3,9.89
GRU,ATL,Boeing 787-8,7510.6,201,12.8,Moderate,-32.9,-58.3,8.32,20432.6,9.71
DFW,GRU,Airbus A330-200,8244.0,214,16.2,Severe,53.6,-42.4,9.47,35585.8,9.45
CDG,ORD,Airbus A350-1000,6664.7,243,17.1,Moderate,-24.2,-58.3,7.38,18446.7,9.79
LAX,HND,Airbus A330-200,8812.6,209,45.1,Moderate,27.7,-42.5,10.12,31279.6,9.58
JFK,MAD,Boeing 787-8,5760.4,182,70.4,Severe,-45.7,-43.0,6.38,16448.2,9.63
FRA,SFO,Airbus A380-800,9147.9,309,40.2,Mild,10.9,-58.5,10.13,28231.9,9.85
LHR,SEA,Boeing 787-10,7702.3,273,73.2,Severe,-39.9,-46.4,8.53,21526.8,9.84
DXB,BCN,Airbus A330-900,5175.4,235,68.7,Moderate,17.7,-49.1,5.86,17863.0,9.66
ORD,SFO,Boeing 777-300ER,2964.0,238,5.2,Mild,-6.1,-42.3,3.28,9083.2,9.73
SFO,ATL,Boeing 777-200ER,3434.9,225,23.0,Mild,-1.3,-45.2,3.85,10379.0,9.71
FRA,BCN,Boeing 787-10,1093.6,266,74.2,Moderate,24.0,-51.1,1.21,5786.3,9.46
HND,ATL,Boeing 787-9,11053.6,220,41.4,Mild,10.9,-48.1,12.24,33173.2,9.7
JFK,LHR,Boeing 777-300ER,5540.0,285,14.5,Severe,51.8,-57.8,6.12,24289.2,9.64
MAD,AMS,Boeing 767-300ER,1458.4,163,56.9,Moderate,25.6,-54.5,1.71,6670.9,9.15
DFW,JFK,Boeing 757-200,2235.0,122,75.4,Mild,4.9,-57.2,2.63,7739.5,9.14
JFK,ATL,Boeing 777-300ER,1221.9,281,47.1,Severe,46.3,-44.2,1.35,6863.4,9.46
ORD,YYZ,Airbus A321ceo,701.2,158,70.6,Mild,8.7,-43.2,0.85,3673.7,8.95
JFK,DXB,Airbus A330-900,11001.4,226,69.4,Moderate,34.6,-54.9,12.46,41080.4,9.59
MAD,AMS,Embraer ERJ-145,1458.4,44,33.2,Moderate,19.7,-51.4,1.75,5818.3,6.73
DFW,YYZ,Airbus A220-300,1928.8,85,41.3,Severe,37.2,-53.2,2.33,8425.7,8.25
AMS,ORD,Boeing 787-10,6612.5,297,69.4,Moderate,29.6,-50.0,7.32,24694.0,9.75
DFW,YYZ,Airbus A380-800,1928.8,335,78.6,Moderate,25.5,-48.1,2.14,9288.3,9.68
CDG,HND,Boeing 787-9,9707.5,253,77.9,Severe,-38.2,-46.2,10.75,26512.8,9.81
SEA,ORD,Boeing 737 MAX 8,2761.8,123,77.2,Severe,49.3,-47.7,3.29,12664.6,8.79
LAX,ATL,Airbus A380-800,3125.8,304,8.5,Severe,-35.8,-45.0,3.46,9689.7,9.84
DXB,MAD,Boeing 777-300ER,5649.3,249,19.2,Mild,-14.4,-50.3,6.24,15937.3,9.79
LHR,GRU,Airbus A330-300,9460.5,217,29.8,Severe,46.3,-55.6,10.86,38620.6,9.5
LHR,DXB,Boeing 737 MAX 9,5497.4,131,55.9,Severe,35.9,-46.1,6.55,21298.0,9.09
HND,FRA,Boeing 787-9,9361.1,254,70.8,Moderate,-31.7,-54.2,10.37,25595.3,9.82
BCN,AMS,Boeing 737 MAX 9,1241.3,146,45.6,Severe,-50.4,-50.9,1.48,4730.3,9.22
YYZ,ATL,Boeing 737-900ER,1190.9,160,67.6,Moderate,34.6,-42.6,1.42,5942.9,9.03
SFO,ATL,Airbus A330-900,3434.9,267,20.4,Moderate,28.1,-56.9,3.89,13331.5,9.67
BCN,FRA,Airbus A350-900,1093.6,251,38.0,Severe,-44.5,-52.1,1.21,4693.3,9.57
ORD,SFO,Boeing 737-800,2964.0,119,75.2,Moderate,-33.6,-58.9,3.53,9067.7,9.24
DXB,MAD,Airbus A330-200,5649.3,201,21.7,Severe,52.6,-51.0,6.49,24767.8,9.39
GRU,JNB,Boeing 777-200ER,7439.0,236,60.4,Mild,-9.9,-59.2,8.34,20711.3,9.78
LHR,AMS,Boeing 737 MAX 8,370.3,130,35.1,Mild,-2.1,-50.0,0.44,2473.6,8.25
DXB,LHR,Boeing 737 MAX 8,5497.4,136,31.7,Severe,42.9,-55.7,6.55,22366.9,9.08
JNB,SYD,Airbus A350-1000,11032.4,242,45.5,Moderate,32.4,-54.3,12.22,40330.5,9.65
JFK,SFO,Airbus A330-900,4152.1,196,73.3,Mild,0.6,-54.7,4.7,12604.4,9.63
LAX,LHR,Airbus A380-800,8760.2,400,36.8,Severe,-39.2,-43.7,9.7,24377.2,9.96
GRU,YYZ,Boeing 787-10,8193.5,245,75.8,Moderate,15.7,-56.1,9.07,26592.8,9.72
LHR,SEA,Boeing 787-9,7702.3,233,76.5,Mild,-7.2,-53.9,8.53,21453.9,9.77
ORD,GRU,Airbus A350-1000,8428.0,310,49.8,Severe,-46.5,-54.1,9.33,23258.1,9.89
CDG,ORD,Airbus A330-900,6664.7,251,9.1,Moderate,-23.5,-49.0,7.55,18387.1,9.81
SFO,LAX,Airbus A220-300,543.7,89,43.3,Severe,53.5,-45.6,0.66,3692.6,7.28
ORD,ATL,Airbus A321neo,975.5,180,68.5,Moderate,-16.9,-48.1,1.17,4209.3,9.31
LAX,GRU,Airbus A330-300,9918.6,193,17.7,Severe,45.8,-56.6,11.39,40105.2,9.42
ORD,MAD,Boeing 787-10,6744.3,238,79.6,Moderate,22.9,-49.8,7.47,23757.1,9.66
DXB,CDG,Boeing 777-200ER,5238.8,205,11.3,Severe,-45.8,-53.5,5.87,14757.6,9.7
YYZ,SEA,Airbus A330-900,3307.0,252,13.0,Mild,4.0,-56.6,3.75,10424.5,9.75
MAD,CDG,Boeing 737 MAX 8,1061.7,125,71.1,Severe,48.1,-52.6,1.27,5842.7,8.53
SIN,SYD,Boeing 787-9,6293.2,223,15.7,Severe,-47.7,-49.9,6.97,17452.9,9.75
SEA,BCN,Airbus A350-900,8729.8,201,32.1,Mild,2.6,-55.0,9.67,24324.7,9.7
YYZ,LHR,Airbus A350-900,5707.2,229,41.7,Severe,48.1,-53.7,6.32,24450.3,9.51
SEA,YYZ,Boeing 737 MAX 8,3307.0,129,25.8,Severe,-36.9,-46.5,3.94,9783.4,9.35
JFK,SFO,Boeing 737-700,4152.1,100,65.3,Mild,-10.5,-44.3,4.95,11936.5,9.12
JFK,SEA,Airbus A350-900,3886.6,192,71.4,Severe,49.4,-41.3,4.3,17598.9,9.32
SYD,JNB,Airbus A350-900,11032.4,200,45.6,Moderate,-26.2,-59.7,12.22,29510.3,9.71
JFK,ORD,Airbus A380-800,1188.1,435,41.6,Mild,-13.0,-42.7,1.32,5582.0,9.81
BCN,SEA,Airbus A330-200,8729.8,204,49.0,Mild,-5.8,-40.1,10.02,23770.9,9.72
JNB,FRA,Boeing 787-10,8690.0,254,55.4,Mild,-9.2,-57.5,9.62,23821.1,9.81
BCN,LHR,Boeing 737-700,1147.6,101,76.1,Mild,10.1,-52.0,1.37,4802.8,8.63
ATL,DFW,Boeing 787-8,1174.7,182,70.1,Severe,35.5,-48.0,1.3,6231.1,9.11
SFO,CDG,Boeing 777-200ER,8962.3,184,44.9,Severe,36.9,-52.2,10.05,34226.3,9.43
MAD,JNB,Boeing 767-300ER,8105.7,179,11.3,Severe,-47.0,-40.9,9.52,21868.0,9.65
AMS,SEA,Boeing 777-200ER,7839.9,215,25.0,Severe,-47.5,-59.0,8.79,21389.0,9.74
LHR,SFO,Boeing 787-8,8616.4,181,43.7,Moderate,22.1,-50.1,9.54,29090.0,9.51
ORD,ATL,Boeing 777-200ER,975.5,211,17.7,Mild,11.3,-40.0,1.09,4494.1,9.39
DXB,ORD,Airbus A380-800,11641.1,324,72.6,Moderate,20.6,-48.7,12.89,39168.6,9.83
GRU,LHR,Boeing 787-9,9460.5,214,45.2,Severe,-44.4,-53.7,10.48,25578.3,9.74
SFO,HND,Boeing 777-300ER,8285.6,274,44.6,Moderate,-30.7,-48.9,9.16,22792.6,9.84
LAX,GRU,Boeing 787-8,9918.6,198,67.4,Mild,3.8,-52.2,10.98,27972.8,9.68
DFW,AMS,Airbus A350-900,7900.1,196,72.0,Severe,-38.3,-48.0,8.75,21886.3,9.69
LAX,AMS,Boeing 787-10,8956.1,221,20.4,Severe,-47.9,-54.3,9.92,24150.0,9.76
MAD,HND,Airbus A350-1000,10766.1,304,53.7,Severe,39.6,-53.6,11.92,41908.2,9.74
HND,AMS,Boeing 777-300ER,9316.3,298,5.6,Mild,14.8,-58.5,10.29,29221.6,9.82
SFO,GRU,Airbus A350-1000,10427.2,236,56.8,Moderate,24.9,-54.6,11.55,35965.1,9.67
FRA,SIN,Boeing 777-300ER,10278.4,251,37.6,Severe,42.9,-43.0,11.36,40915.2,9.62
JFK,SFO,Airbus A320neo,4152.1,110,41.1,Severe,-48.5,-49.5,4.98,11904.0,9.22
BCN,GRU,Airbus A380-800,8765.2,350,53.7,Mild,-14.0,-44.0,9.71,24555.2,9.92
SFO,SEA,Boeing 777-200ER,1092.9,186,8.9,Severe,49.5,-50.4,1.23,5960.6,9.1
SEA,SFO,Airbus A330-200,1092.9,207,57.7,Mild,-5.2,-45.7,1.25,4751.4,9.42
SEA,ORD,Airbus A220-300,2761.8,86,65.9,Mild,5.3,-46.5,3.34,8853.9,8.79
SEA,JFK,Airbus A330-900,3886.6,246,73.8,Moderate,-33.5,-48.9,4.4,11956.9,9.75
SFO,ATL,Boeing 737 MAX 9,3434.9,119,75.0,Moderate,-26.2,-54.4,4.09,10271.7,9.26
FRA,DXB,Airbus A330-300,4844.0,255,79.8,Moderate,-31.2,-59.2,5.56,14415.7,9.78
LHR,JFK,Airbus A319ceo,5540.0,81,14.4,Mild,3.6,-50.8,6.69,15828.9,8.87
BCN,DXB,Boeing 757-200,5175.4,131,49.1,Mild,-8.5,-58.0,6.09,14639.6,9.4
LHR,SIN,Airbus A330-200,10881.4,212,10.3,Moderate,-26.4,-57.6,12.49,28864.9,9.75
LHR,FRA,Boeing 787-10,653.5,232,65.9,Mild,6.8,-58.6,0.72,3907.2,9.24
CDG,BCN,Airbus A350-900,858.3,222,42.8,Mild,14.0,-52.6,0.95,4453.1,9.33
DXB,LHR,Airbus A321neo,5497.4,152,15.1,Moderate,-22.4,-52.9,6.6,15271.7,9.53
MAD,DFW,Boeing 787-8,7972.1,180,69.7,Severe,50.1,-57.2,8.83,33962.3,9.32
FRA,LHR,Boeing 757-200,653.5,134,30.8,Severe,44.3,-45.0,0.77,4109.5,8.42
MAD,ORD,Boeing 787-8,6744.3,153,69.2,Moderate,-34.1,-50.7,7.47,18846.9,9.53
LHR,JFK,Airbus A319ceo,5540.0,107,56.5,Severe,-46.4,-53.9,6.69,15384.9,9.23
LAX,FRA,Boeing 777-200ER,9321.3,263,19.7,Severe,-38.4,-56.9,10.45,25136.0,9.84
JNB,SYD,Boeing 787-9,11032.4,217,9.7,Mild,-3.2,-46.7,12.22,29245.1,9.76
LAX,SEA,Airbus A321neo,1537.1,172,34.7,Severe,43.9,-48.2,1.85,7502.7,9.14
JNB,GRU,Boeing 777-200ER,7439.0,268,14.7,Severe,-35.2,-46.9,8.34,20399.1,9.84
LHR,AMS,Airbus A320neo,370.3,138,63.5,Mild,9.2,-52.2,0.44,2670.9,8.21
SEA,JFK,Airbus A380-800,3886.6,448,36.9,Severe,-47.8,-43.1,4.3,12280.7,9.96
JNB,GRU,Airbus A350-900,7439.0,246,23.6,Mild,12.8,-51.9,8.24,23285.9,9.74
DFW,LAX,Airbus A321ceo,1983.0,163,9.8,Severe,52.9,-59.2,2.39,9632.8,9.08
JFK,MAD,Boeing 787-10,5760.4,285,35.7,Mild,12.8,-59.0,6.38,18606.3,9.79
FRA,BCN,Airbus A320neo,1093.6,99,54.2,Mild,-9.4,-59.7,1.31,4277.8,8.71
YYZ,CDG,Boeing 767-300ER,6019.5,167,45.3,Moderate,-28.1,-53.2,7.07,16875.6,9.58
LAX,DFW,Boeing 757-200,1983.0,152,35.7,Severe,50.9,-52.8,2.33,9651.8,8.99
YYZ,SFO,Boeing 767-300ER,3628.0,185,33.8,Severe,37.5,-48.7,4.26,14932.7,9.37
DXB,SIN,Boeing 777-200ER,5845.5,228,64.7,Moderate,-17.5,-57.3,6.55,16748.5,9.75
LHR,ORD,Airbus A330-200,6344.7,181,60.4,Mild,13.2,-43.0,7.28,20361.7,9.55
DXB,LHR,Boeing 777-200ER,5497.4,184,19.1,Moderate,31.1,-55.2,6.16,20552.9,9.45
SEA,LAX,Boeing 737-900ER,1537.1,123,5.3,Severe,-53.1,-46.4,1.83,5283.2,9.15
CDG,AMS,Airbus A350-1000,399.0,245,21.3,Moderate,27.0,-47.0,0.44,3145.5,8.99
BCN,LAX,Airbus A350-1000,9674.6,325,15.0,Moderate,32.6,-50.9,10.71,35566.2,9.79
SFO,LHR,Boeing 777-300ER,8616.4,266,27.4,Moderate,31.9,-53.8,9.52,31708.2,9.7
SFO,JFK,Airbus A380-800,4152.1,363,13.3,Mild,8.1,-44.9,4.6,13443.3,9.89
LHR,AMS,Boeing 757-200,370.3,160,8.5,Severe,37.2,-58.0,0.44,2872.9,8.36
HND,ATL,Airbus A330-200,11053.6,155,38.0,Moderate,-19.8,-48.4,12.69,29406.8,9.57
JNB,DXB,Airbus A350-1000,6412.9,222,42.2,Mild,11.2,-47.9,7.1,20141.9,9.68
AMS,JNB,Boeing 787-8,9016.7,222,27.6,Moderate,-22.1,-54.5,9.99,24344.8,9.76
LHR,AMS,Airbus A220-300,370.3,107,46.6,Mild,1.0,-43.9,0.45,2438.5,7.85
MAD,AMS,Embraer E190,1458.4,77,69.9,Moderate,24.5,-50.9,1.78,6169.4,8.11
DFW,GRU,Boeing 777-300ER,8244.0,261,57.4,Mild,8.7,-53.7,9.11,24928.2,9.78
DFW,LAX,Boeing 737-800,1983.0,104,49.6,Severe,-37.8,-47.0,2.36,6505.2,9.01
GRU,ORD,Airbus A350-1000,8428.0,287,43.9,Mild,8.8,-50.4,9.33,25397.3,9.83
JNB,DXB,Boeing 787-10,6412.9,226,39.5,Severe,42.2,-47.9,7.1,26061.9,9.54
DFW,FRA,Boeing 777-300ER,8257.3,267,62.2,Mild,14.7,-48.5,9.12,26495.1,9.77
LAX,YYZ,Boeing 787-9,3494.5,237,5.0,Moderate,-31.6,-51.9,3.87,10400.8,9.75
HND,AMS,Airbus A330-300,9316.3,180,16.9,Mild,5.8,-45.5,10.7,26575.1,9.62
FRA,LAX,Boeing 777-300ER,9321.3,228,19.7,Mild,9.1,-46.5,10.3,27638.1,9.73
CDG,MAD,Boeing 777-300ER,1061.7,296,46.2,Severe,44.0,-40.8,1.17,6188.9,9.47
JFK,SEA,Airbus A330-300,3886.6,210,61.8,Mild,1.6,-45.7,4.46,11976.3,9.66
YYZ,AMS,Boeing 767-300ER,5989.4,132,6.5,Moderate,-31.8,-44.8,7.04,16457.7,9.43
LAX,JFK,Airbus A321neo,3974.3,124,14.5,Mild,9.0,-55.4,4.77,12482.1,9.25
MAD,ORD,Airbus A350-900,6744.3,195,61.0,Moderate,17.0,-48.4,7.47,22340.9,9.58
DXB,JFK,Airbus A330-900,11001.4,236,26.4,Severe,42.8,-56.5,12.46,43466.2,9.58
YYZ,SFO,Boeing 767-300ER,3628.0,148,54.1,Moderate,-26.3,-53.8,4.26,10925.8,9.45
DXB,JFK,Airbus A330-900,11001.4,181,14.2,Mild,-10.2,-41.0,12.46,29143.9,9.67
ATL,ORD,Embraer E175,975.5,61,47.4,Mild,0.1,-49.3,1.19,3818.9,7.75
SEA,DFW,Boeing 737-900ER,2667.8,120,35.2,Mild,-4.2,-53.3,3.18,8212.4,9.24
DFW,YYZ,Boeing 737 MAX 9,1928.8,139,61.1,Mild,-13.7,-60.0,2.3,6492.0,9.3
MAD,CDG,Airbus A321ceo,1061.7,157,78.0,Mild,-5.1,-44.3,1.28,4417.6,9.21
BCN,ORD,Airbus A350-1000,7094.5,274,66.0,Severe,35.5,-56.8,7.86,27545.3,9.68
AMS,FRA,Embraer E175,365.7,65,62.2,Moderate,29.0,-42.4,0.45,2639.1,5.94
ATL,DFW,Airbus A321ceo,1174.7,158,33.2,Mild,-3.7,-59.7,1.42,4540.8,9.29
SEA,AMS,Airbus A330-200,7839.9,223,70.5,Moderate,27.2,-55.9,9.0,28142.5,9.61
DFW,GRU,Airbus A380-800,8244.0,316,7.9,Mild,-6.8,-42.9,9.13,22498.0,9.9
YYZ,DFW,Airbus A350-900,1928.8,265,22.7,Mild,4.4,-46.7,2.14,6937.4,9.71
MAD,FRA,Airbus A330-200,1419.9,205,64.9,Moderate,-28.4,-43.4,1.63,5620.8,9.49
BCN,MAD,Boeing 737-900ER,483.1,163,70.6,Moderate,25.1,-51.1,0.58,3318.7,8.6
JFK,SEA,Airbus A330-200,3886.6,163,9.3,Mild,-11.8,-41.9,4.46,11282.0,9.54
AMS,ORD,Airbus A330-300,6612.5,243,62.9,Mild,6.9,-57.0,7.59,20055.8,9.75
SEA,SFO,Airbus A321ceo,1092.9,117,8.8,Mild,3.3,-43.1,1.32,4283.5,8.94
ATL,DFW,Embraer ERJ-145,1174.7,45,42.1,Moderate,19.9,-53.1,1.41,4956.2,6.61
LHR,FRA,Boeing 777-300ER,653.5,317,50.7,Mild,-0.8,-52.8,0.72,3842.7,9.52
FRA,MAD,Boeing 787-9,1419.9,195,38.0,Severe,-51.1,-42.2,1.57,5387.8,9.48
GRU,LAX,Boeing 787-9,9918.6,174,10.2,Severe,-51.1,-53.8,10.98,26386.9,9.64
LAX,MAD,Airbus A350-1000,9384.8,239,40.9,Severe,-43.0,-54.3,10.39,25445.6,9.79
LHR,AMS,Airbus A350-1000,370.3,274,27.4,Moderate,-19.4,-46.1,0.41,2855.7,9.14
LAX,LHR,Boeing 787-10,8760.2,274,73.1,Severe,-47.4,-53.0,9.7,24172.6,9.84
DFW,SEA,Boeing 737-700,2667.8,105,65.8,Severe,-42.7,-51.5,3.18,8236.3,9.1
DFW,ORD,Boeing 787-9,1290.0,258,52.5,Mild,7.4,-42.6,1.43,5572.2,9.58
ATL,AMS,Airbus A380-800,7065.6,330,43.8,Moderate,-16.4,-43.9,7.82,20120.0,9.9
CDG,LHR,Boeing 737-700,347.0,91,53.6,Moderate,-17.7,-50.8,0.41,2375.9,7.33
BCN,AMS,Boeing 757-200,1241.3,129,25.2,Severe,36.7,-46.8,1.46,6037.2,8.78
BCN,DXB,Boeing 787-10,5175.4,243,49.5,Mild,-13.3,-55.6,5.73,14967.8,9.77
DXB,AMS,Airbus A321neo,5168.5,134,58.2,Mild,9.2,-56.5,6.2,16006.0,9.34
SIN,FRA,Airbus A380-800,10278.4,450,49.0,Mild,-13.3,-41.8,11.38,28447.2,9.99
AMS,BCN,Bombardier CRJ-900,1241.3,54,79.2,Moderate,17.9,-58.9,1.5,5164.9,7.26
ORD,YYZ,Boeing 737 MAX 8,701.2,115,69.3,Moderate,-33.4,-54.3,0.84,3384.5,8.61
SIN,JNB,Boeing 777-300ER,8656.7,270,34.1,Severe,38.2,-44.9,9.57,33555.2,9.68
DFW,ORD,Airbus A220-300,1290.0,108,49.1,Severe,-44.9,-53.1,1.56,4734.3,8.92
BCN,SEA,Boeing 787-9,8729.8,185,25.3,Mild,7.3,-40.0,9.67,25464.2,9.62
SEA,HND,Boeing 767-300ER,7711.9,176,13.8,Severe,52.6,-51.3,9.06,33072.1,9.29
SFO,SEA,Boeing 787-8,1092.9,206,43.0,Moderate,24.8,-57.4,1.21,5432.6,9.3
LAX,GRU,Boeing 777-200ER,9918.6,245,6.7,Severe,-41.9,-43.9,11.12,26491.8,9.81
DXB,MAD,Boeing 767-300ER,5649.3,135,28.7,Severe,42.5,-42.2,6.64,22977.8,9.07
DXB,HND,Boeing 767-300ER,7934.6,131,20.3,Mild,-6.5,-51.6,9.32,21418.3,9.44
LHR,CDG,Boeing 787-10,347.0,235,27.6,Severe,48.8,-49.3,0.38,3216.9,8.71
FRA,LHR,Boeing 737 MAX 8,653.5,146,37.5,Severe,49.0,-44.1,0.78,4178.3,8.54
LHR,CDG,Boeing 777-200ER,347.0,182,6.6,Moderate,25.0,-44.5,0.39,2708.7,8.58
BCN,CDG,Airbus A330-200,858.3,182,65.8,Moderate,22.1,-54.7,0.99,4752.1,9.06
DFW,SEA,Airbus A350-1000,2667.8,258,63.4,Severe,-49.5,-46.6,2.95,8881.3,9.73
BCN,CDG,Embraer E175,858.3,50,7.9,Severe,-38.6,-44.9,1.05,3447.2,7.13
SEA,YYZ,Airbus A330-200,3307.0,183,25.2,Mild,-12.8,-53.2,3.8,9991.6,9.59
GRU,LAX,Airbus A350-1000,9918.6,257,14.0,Severe,-54.4,-44.0,10.98,26580.1,9.83
HND,SEA,Airbus A350-1000,7711.9,327,25.3,Severe,45.1,-53.0,8.54,31732.8,9.75
ORD,LAX,Airbus A330-900,2801.9,183,7.4,Severe,-41.8,-55.9,3.17,8594.1,9.58
JFK,GRU,Airbus A330-300,7664.1,211,65.2,Moderate,25.6,-47.4,8.8,27157.4,9.58
DXB,JNB,Airbus A380-800,6412.9,369,9.3,Moderate,-20.8,-54.4,7.1,18037.4,9.94
DFW,MAD,Airbus A330-300,7972.1,191,67.8,Mild,9.2,-40.8,9.15,24232.4,9.62
ORD,YYZ,Boeing 737 MAX 8,701.2,152,34.4,Moderate,16.2,-42.4,0.84,3678.9,8.9
CDG,GRU,Airbus A330-900,9404.9,221,13.9,Severe,52.8,-57.1,10.65,40109.3,9.49
CDG,AMS,Boeing 787-9,399.0,249,8.2,Moderate,-25.7,-42.7,0.44,2707.6,9.18
JFK,LHR,Airbus A319ceo,5540.0,110,56.4,Mild,12.3,-51.7,6.69,17437.6,9.13
YYZ,BCN,Airbus A350-1000,6417.6,335,36.6,Mild,2.7,-56.3,7.11,18685.2,9.9
DXB,CDG,Boeing 737 MAX 8,5238.8,147,70.3,Severe,44.0,-45.5,6.24,21702.5,9.14
ORD,SEA,Boeing 737 MAX 8,2761.8,140,49.4,Moderate,15.5,-46.2,3.29,9799.4,9.25
BCN,LHR,Bombardier CRJ-900,1147.6,61,14.7,Mild,-10.5,-57.0,1.38,4197.2,7.92
GRU,YYZ,Boeing 787-9,8193.5,264,64.3,Mild,-2.4,-57.9,9.07,22645.0,9.83
HND,SYD,Boeing 777-200ER,7809.9,180,55.4,Moderate,29.6,-56.8,8.76,28429.8,9.45
SFO,YYZ,Boeing 737 MAX 8,3628.0,143,20.1,Moderate,-18.6,-54.2,4.32,10592.5,9.44
SFO,ATL,Boeing 737-700,3434.9,102,72.3,Moderate,28.1,-48.7,4.09,13059.8,8.79
MAD,ATL,Airbus A330-900,6959.9,238,23.3,Severe,-35.1,-48.2,7.88,19216.6,9.78
BCN,LAX,Boeing 787-9,9674.6,261,67.6,Severe,-37.8,-52.0,10.71,26367.2,9.83
LAX,DFW,Boeing 787-9,1983.0,196,52.5,Moderate,30.4,-51.8,2.2,8716.7,9.37
DFW,SFO,Airbus A320ceo,2352.0,106,70.5,Severe,36.7,-55.4,2.84,10062.5,8.67
LHR,SEA,Airbus A350-1000,7702.3,293,49.9,Severe,42.1,-45.5,8.53,31145.3,9.7
MAD,BCN,Boeing 777-200ER,483.1,206,6.6,Moderate,-15.8,-49.8,0.54,2832.1,9.13
